Gene stable ID	Gene stable ID version	Mouse gene stable ID	Mouse gene name
ENSG00000231699	ENSG00000231699.1		
ENSG00000133112	ENSG00000133112.16	ENSMUSG00000060126	Tpt1
ENSG00000086232	ENSG00000086232.13	ENSMUSG00000029613	Eif2ak1
ENSG00000231013	ENSG00000231013.2		
ENSG00000115540	ENSG00000115540.15	ENSMUSG00000025979	Mob4
ENSG00000174705	ENSG00000174705.13	ENSMUSG00000040711	Sh3pxd2b
ENSG00000268140	ENSG00000268140.1		
ENSG00000276708	ENSG00000276708.2		
ENSG00000269575	ENSG00000269575.1		
ENSG00000275280	ENSG00000275280.1		
ENSG00000137474	ENSG00000137474.22	ENSMUSG00000030761	Myo7a
ENSG00000254738	ENSG00000254738.1		
ENSG00000254720	ENSG00000254720.1		
ENSG00000182512	ENSG00000182512.5	ENSMUSG00000021102	Glrx5
ENSG00000136267	ENSG00000136267.13	ENSMUSG00000036095	Dgkb
ENSG00000255424	ENSG00000255424.1		
ENSG00000229176	ENSG00000229176.11		
ENSG00000163586	ENSG00000163586.10	ENSMUSG00000054422	Fabp1
ENSG00000274102	ENSG00000274102.2	ENSMUSG00000045306	Olfr734
ENSG00000275744	ENSG00000275744.4		
ENSG00000232962	ENSG00000232962.11		
ENSG00000183706	ENSG00000183706.5	ENSMUSG00000090874	Olfr733
ENSG00000183706	ENSG00000183706.5	ENSMUSG00000091873	Olfr732
ENSG00000100142	ENSG00000100142.15	ENSMUSG00000033020	Polr2f
ENSG00000149527	ENSG00000149527.18	ENSMUSG00000029055	Plch2
ENSG00000284892	ENSG00000284892.1		
ENSG00000224963	ENSG00000224963.3		
ENSG00000285472	ENSG00000285472.1	ENSMUSG00000090874	Olfr733
ENSG00000285472	ENSG00000285472.1	ENSMUSG00000091873	Olfr732
ENSG00000055044	ENSG00000055044.11	ENSMUSG00000026020	Nop58
ENSG00000235222	ENSG00000235222.12		
ENSG00000115446	ENSG00000115446.11	ENSMUSG00000026111	Unc50
ENSG00000285135	ENSG00000285135.1		
ENSG00000080293	ENSG00000080293.9	ENSMUSG00000026387	Sctr
ENSG00000283680	ENSG00000283680.2		
ENSG00000231542	ENSG00000231542.1		
ENSG00000284500	ENSG00000284500.3		
ENSG00000213397	ENSG00000213397.10	ENSMUSG00000031371	Haus7
ENSG00000279483	ENSG00000279483.2		
ENSG00000238073	ENSG00000238073.1		
ENSG00000230383	ENSG00000230383.1		
ENSG00000227429	ENSG00000227429.5		
ENSG00000272523	ENSG00000272523.1		
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000093973	Mrgpra2a
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000074111	Mrgpra9
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000070550	Mrgprb4
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000070546	Mrgprb3
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000050870	Mrgprb8
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000070551	Mrgprb5
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000096719	Mrgpra2b
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000050425	Mrgprb2
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000074109	Mrgprx2
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000050650	Mrgpra1
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000052303	Mrgpra6
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000070547	Mrgprb1
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000070552	Mrgprx1
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000067173	Mrgpra4
ENSG00000183695	ENSG00000183695.3	ENSMUSG00000078698	Mrgpra3
ENSG00000157680	ENSG00000157680.15	ENSMUSG00000038665	Dgki
ENSG00000223422	ENSG00000223422.1		
ENSG00000236435	ENSG00000236435.1		
ENSG00000277373	ENSG00000277373.1		
ENSG00000125864	ENSG00000125864.14	ENSMUSG00000027420	Bfsp1
ENSG00000258721	ENSG00000258721.3		
ENSG00000226525	ENSG00000226525.5		
ENSG00000168743	ENSG00000168743.12	ENSMUSG00000040998	Npnt
ENSG00000177363	ENSG00000177363.5	ENSMUSG00000071656	Lrrn4cl
ENSG00000236690	ENSG00000236690.2		
ENSG00000276077	ENSG00000276077.4		
ENSG00000169641	ENSG00000169641.13	ENSMUSG00000001089	Luzp1
ENSG00000119714	ENSG00000119714.11	ENSMUSG00000047415	Gpr68
ENSG00000158526	ENSG00000158526.8	ENSMUSG00000025264	Tsr2
ENSG00000150276	ENSG00000150276.8		
ENSG00000286676	ENSG00000286676.1		
ENSG00000273217	ENSG00000273217.1	ENSMUSG00000037533	Rapgef6
ENSG00000102302	ENSG00000102302.8	ENSMUSG00000025265	Fgd1
ENSG00000106305	ENSG00000106305.10	ENSMUSG00000029610	Aimp2
ENSG00000258875	ENSG00000258875.6		
ENSG00000230474	ENSG00000230474.1		
ENSG00000287734	ENSG00000287734.1		
ENSG00000240553	ENSG00000240553.1		
ENSG00000225823	ENSG00000225823.1		
ENSG00000286929	ENSG00000286929.1		
ENSG00000229010	ENSG00000229010.1		
ENSG00000282075	ENSG00000282075.1		
ENSG00000140505	ENSG00000140505.7	ENSMUSG00000032310	Cyp1a2
ENSG00000184084	ENSG00000184084.7		
ENSG00000109956	ENSG00000109956.13	ENSMUSG00000045994	B3gat1
ENSG00000262679	ENSG00000262679.1		
ENSG00000140265	ENSG00000140265.12	ENSMUSG00000050619	Zscan29
ENSG00000262156	ENSG00000262156.4		
ENSG00000213964	ENSG00000213964.3		
ENSG00000258390	ENSG00000258390.2		
ENSG00000196639	ENSG00000196639.6	ENSMUSG00000053004	Hrh1
ENSG00000100146	ENSG00000100146.17	ENSMUSG00000033006	Sox10
ENSG00000184494	ENSG00000184494.8		
ENSG00000136099	ENSG00000136099.13	ENSMUSG00000036422	Pcdh8
ENSG00000259609	ENSG00000259609.1		
ENSG00000258927	ENSG00000258927.2		
ENSG00000285906	ENSG00000285906.2		
ENSG00000224192	ENSG00000224192.2		
ENSG00000214944	ENSG00000214944.9	ENSMUSG00000021662	Arhgef28
ENSG00000229393	ENSG00000229393.1		
ENSG00000182346	ENSG00000182346.20		
ENSG00000233167	ENSG00000233167.1		
ENSG00000184530	ENSG00000184530.9	ENSMUSG00000015519	2310057J18Rik
ENSG00000224387	ENSG00000224387.1		
ENSG00000253778	ENSG00000253778.1		
ENSG00000226323	ENSG00000226323.1		
ENSG00000270038	ENSG00000270038.1		
ENSG00000253568	ENSG00000253568.1		
ENSG00000262370	ENSG00000262370.6		
ENSG00000282485	ENSG00000282485.1		
ENSG00000259404	ENSG00000259404.5		
ENSG00000102678	ENSG00000102678.7	ENSMUSG00000021974	Fgf9
ENSG00000174032	ENSG00000174032.17	ENSMUSG00000022003	Slc25a30
ENSG00000276880	ENSG00000276880.3		
ENSG00000250185	ENSG00000250185.2		
ENSG00000128346	ENSG00000128346.11	ENSMUSG00000033029	1700088E04Rik
ENSG00000186191	ENSG00000186191.7	ENSMUSG00000074665	Bpifb4
ENSG00000182492	ENSG00000182492.16	ENSMUSG00000031375	Bgn
ENSG00000166569	ENSG00000166569.8	ENSMUSG00000024519	Cplx4
ENSG00000228170	ENSG00000228170.1		
ENSG00000137274	ENSG00000137274.13	ENSMUSG00000038286	Bphl
ENSG00000280038	ENSG00000280038.1		
ENSG00000214753	ENSG00000214753.4	ENSMUSG00000118124	Gm50139
ENSG00000214753	ENSG00000214753.4	ENSMUSG00000071659	Hnrnpul2
ENSG00000241921	ENSG00000241921.1		
ENSG00000241818	ENSG00000241818.1		
ENSG00000166922	ENSG00000166922.8	ENSMUSG00000023236	Scg5
ENSG00000251563	ENSG00000251563.1		
ENSG00000267430	ENSG00000267430.1		
ENSG00000116016	ENSG00000116016.14	ENSMUSG00000024140	Epas1
ENSG00000253401	ENSG00000253401.1		
ENSG00000235746	ENSG00000235746.1		
ENSG00000176571	ENSG00000176571.12	ENSMUSG00000073991	Cnbd1
ENSG00000119541	ENSG00000119541.10	ENSMUSG00000009907	Vps4b
ENSG00000286223	ENSG00000286223.1		
ENSG00000269345	ENSG00000269345.1		
ENSG00000259067	ENSG00000259067.1		
ENSG00000232307	ENSG00000232307.1		
ENSG00000074695	ENSG00000074695.6	ENSMUSG00000041891	Lman1
ENSG00000232333	ENSG00000232333.1		
ENSG00000035928	ENSG00000035928.16	ENSMUSG00000029191	Rfc1
ENSG00000179580	ENSG00000179580.10	ENSMUSG00000008482	Rnf151
ENSG00000254926	ENSG00000254926.1		
ENSG00000231869	ENSG00000231869.1		
ENSG00000132446	ENSG00000132446.7		
ENSG00000255265	ENSG00000255265.1		
ENSG00000206342	ENSG00000206342.12		
ENSG00000168000	ENSG00000168000.14	ENSMUSG00000071657	Bscl2
ENSG00000287687	ENSG00000287687.1		
ENSG00000286739	ENSG00000286739.1		
ENSG00000224646	ENSG00000224646.2		
ENSG00000133475	ENSG00000133475.17	ENSMUSG00000006345	Ggt1
ENSG00000166483	ENSG00000166483.11	ENSMUSG00000031016	Wee1
ENSG00000253500	ENSG00000253500.6		
ENSG00000068831	ENSG00000068831.19	ENSMUSG00000032946	Rasgrp2
ENSG00000272582	ENSG00000272582.1		
ENSG00000278948	ENSG00000278948.1		
ENSG00000222044	ENSG00000222044.1		
ENSG00000141027	ENSG00000141027.21	ENSMUSG00000018501	Ncor1
ENSG00000248222	ENSG00000248222.5		
ENSG00000281767	ENSG00000281767.1		
ENSG00000231441	ENSG00000231441.2		
ENSG00000273514	ENSG00000273514.1	ENSMUSG00000051490	Foxd4
ENSG00000268079	ENSG00000268079.1		
ENSG00000247193	ENSG00000247193.3		
ENSG00000281349	ENSG00000281349.1		
ENSG00000282732	ENSG00000282732.1		
ENSG00000276291	ENSG00000276291.5		
ENSG00000196109	ENSG00000196109.9		
ENSG00000224957	ENSG00000224957.6		
ENSG00000281429	ENSG00000281429.1		
ENSG00000281788	ENSG00000281788.1		
ENSG00000047365	ENSG00000047365.12	ENSMUSG00000037999	Arap2
ENSG00000275920	ENSG00000275920.1		
ENSG00000271710	ENSG00000271710.1		
ENSG00000214629	ENSG00000214629.3		
ENSG00000277602	ENSG00000277602.1		
ENSG00000226253	ENSG00000226253.1		
ENSG00000281145	ENSG00000281145.1		
ENSG00000276462	ENSG00000276462.2		
ENSG00000232342	ENSG00000232342.7		
ENSG00000215785	ENSG00000215785.2		
ENSG00000270972	ENSG00000270972.1		
ENSG00000267872	ENSG00000267872.1		
ENSG00000236900	ENSG00000236900.1		
ENSG00000268597	ENSG00000268597.1		
ENSG00000214626	ENSG00000214626.2		
ENSG00000277068	ENSG00000277068.2		
ENSG00000242608	ENSG00000242608.1		
ENSG00000151914	ENSG00000151914.20	ENSMUSG00000026131	Dst
ENSG00000251015	ENSG00000251015.1		
ENSG00000248462	ENSG00000248462.1		
ENSG00000127445	ENSG00000127445.13	ENSMUSG00000074997	Pin1rt1
ENSG00000127445	ENSG00000127445.13	ENSMUSG00000032171	Pin1
ENSG00000156110	ENSG00000156110.14	ENSMUSG00000039197	Adk
ENSG00000228886	ENSG00000228886.1		
ENSG00000274854	ENSG00000274854.2		
ENSG00000243744	ENSG00000243744.2		
ENSG00000273149	ENSG00000273149.1		
ENSG00000279177	ENSG00000279177.1		
ENSG00000170919	ENSG00000170919.16		
ENSG00000277291	ENSG00000277291.2		
ENSG00000137267	ENSG00000137267.6	ENSMUSG00000058672	Tubb2a
ENSG00000235309	ENSG00000235309.7		
ENSG00000104626	ENSG00000104626.14	ENSMUSG00000031527	Eri1
ENSG00000278293	ENSG00000278293.2		
ENSG00000287629	ENSG00000287629.1		
ENSG00000230084	ENSG00000230084.6		
ENSG00000144381	ENSG00000144381.17		
ENSG00000281645	ENSG00000281645.1		
ENSG00000281733	ENSG00000281733.1		
ENSG00000282214	ENSG00000282214.1		
ENSG00000281361	ENSG00000281361.1		
ENSG00000281536	ENSG00000281536.1		
ENSG00000216819	ENSG00000216819.1		
ENSG00000114857	ENSG00000114857.18	ENSMUSG00000032525	Nktr
ENSG00000256073	ENSG00000256073.3		
ENSG00000281783	ENSG00000281783.1		
ENSG00000234786	ENSG00000234786.1		
ENSG00000237812	ENSG00000237812.2		
ENSG00000281074	ENSG00000281074.1		
ENSG00000230269	ENSG00000230269.7		
ENSG00000281565	ENSG00000281565.1		
ENSG00000287505	ENSG00000287505.1		
ENSG00000281240	ENSG00000281240.1		
ENSG00000223996	ENSG00000223996.1		
ENSG00000238075	ENSG00000238075.1		
ENSG00000278006	ENSG00000278006.2		
ENSG00000276174	ENSG00000276174.1		
ENSG00000196299	ENSG00000196299.10		
ENSG00000164081	ENSG00000164081.12	ENSMUSG00000040813	Tex264
ENSG00000078142	ENSG00000078142.13	ENSMUSG00000033628	Pik3c3
ENSG00000279619	ENSG00000279619.1		
ENSG00000277991	ENSG00000277991.4		
ENSG00000153902	ENSG00000153902.14	ENSMUSG00000036560	Lgi4
ENSG00000006451	ENSG00000006451.8	ENSMUSG00000008859	Rala
ENSG00000280058	ENSG00000280058.1		
ENSG00000268981	ENSG00000268981.5		
ENSG00000253528	ENSG00000253528.2		
ENSG00000236673	ENSG00000236673.5		
ENSG00000260599	ENSG00000260599.1		
ENSG00000275501	ENSG00000275501.4		
ENSG00000243979	ENSG00000243979.2		
ENSG00000253878	ENSG00000253878.5		
ENSG00000206372	ENSG00000206372.11		
ENSG00000198153	ENSG00000198153.8		
ENSG00000269332	ENSG00000269332.5		
ENSG00000225816	ENSG00000225816.1		
ENSG00000287322	ENSG00000287322.1		
ENSG00000227489	ENSG00000227489.1		
ENSG00000108405	ENSG00000108405.4	ENSMUSG00000020787	P2rx1
ENSG00000164938	ENSG00000164938.14	ENSMUSG00000028211	Trp53inp1
ENSG00000274575	ENSG00000274575.2		
ENSG00000046653	ENSG00000046653.15	ENSMUSG00000031342	Gpm6b
ENSG00000276490	ENSG00000276490.1		
ENSG00000268038	ENSG00000268038.3		
ENSG00000278567	ENSG00000278567.2		
ENSG00000249908	ENSG00000249908.2		
ENSG00000271149	ENSG00000271149.1		
ENSG00000228554	ENSG00000228554.1		
ENSG00000206077	ENSG00000206077.11	ENSMUSG00000069189	Zdhhc11
ENSG00000235781	ENSG00000235781.1		
ENSG00000197360	ENSG00000197360.9		
ENSG00000108242	ENSG00000108242.13		
ENSG00000131050	ENSG00000131050.11	ENSMUSG00000042459	Bpifa2
ENSG00000287814	ENSG00000287814.1		
ENSG00000254299	ENSG00000254299.3		
ENSG00000219284	ENSG00000219284.2		
ENSG00000280318	ENSG00000280318.1		
ENSG00000254248	ENSG00000254248.1		
ENSG00000218187	ENSG00000218187.2		
ENSG00000282775	ENSG00000282775.1		
ENSG00000175305	ENSG00000175305.17	ENSMUSG00000028212	Ccne2
ENSG00000235305	ENSG00000235305.1		
ENSG00000269796	ENSG00000269796.1		
ENSG00000260212	ENSG00000260212.1		
ENSG00000280512	ENSG00000280512.2		
ENSG00000231385	ENSG00000231385.1		
ENSG00000270475	ENSG00000270475.1		
ENSG00000219699	ENSG00000219699.2		
ENSG00000270947	ENSG00000270947.1		
ENSG00000196381	ENSG00000196381.11	ENSMUSG00000046185	Zfp84
ENSG00000270191	ENSG00000270191.1		
ENSG00000270989	ENSG00000270989.1		
ENSG00000285522	ENSG00000285522.1		
ENSG00000269138	ENSG00000269138.1		
ENSG00000206285	ENSG00000206285.6		
ENSG00000281502	ENSG00000281502.1		
ENSG00000236312	ENSG00000236312.3		
ENSG00000268685	ENSG00000268685.1		
ENSG00000280941	ENSG00000280941.1		
ENSG00000196350	ENSG00000196350.9		
ENSG00000281471	ENSG00000281471.1		
ENSG00000205916	ENSG00000205916.11		
ENSG00000166923	ENSG00000166923.12	ENSMUSG00000074934	Grem1
ENSG00000164080	ENSG00000164080.13	ENSMUSG00000040661	Rad54l2
ENSG00000253445	ENSG00000253445.1		
ENSG00000253683	ENSG00000253683.1		
ENSG00000229676	ENSG00000229676.3		
ENSG00000214357	ENSG00000214357.9	ENSMUSG00000034413	Neurl1b
ENSG00000153879	ENSG00000153879.9	ENSMUSG00000056216	Cebpg
ENSG00000171817	ENSG00000171817.17		
ENSG00000182272	ENSG00000182272.12	ENSMUSG00000055629	B4galnt4
ENSG00000269025	ENSG00000269025.2		
ENSG00000270317	ENSG00000270317.1		
ENSG00000269316	ENSG00000269316.1		
ENSG00000268823	ENSG00000268823.2		
ENSG00000176697	ENSG00000176697.19	ENSMUSG00000048482	Bdnf
ENSG00000243964	ENSG00000243964.1		
ENSG00000286157	ENSG00000286157.1		
ENSG00000268717	ENSG00000268717.1		
ENSG00000248466	ENSG00000248466.1		
ENSG00000268830	ENSG00000268830.1		
ENSG00000270797	ENSG00000270797.1		
ENSG00000255261	ENSG00000255261.1		
ENSG00000269364	ENSG00000269364.1		
ENSG00000188185	ENSG00000188185.12		
ENSG00000259721	ENSG00000259721.1		
ENSG00000255415	ENSG00000255415.1		
ENSG00000221857	ENSG00000221857.7		
ENSG00000284625	ENSG00000284625.1		
ENSG00000239481	ENSG00000239481.1		
ENSG00000241282	ENSG00000241282.1		
ENSG00000268589	ENSG00000268589.1		
ENSG00000226409	ENSG00000226409.3		
ENSG00000162188	ENSG00000162188.6	ENSMUSG00000071658	Gng3
ENSG00000283145	ENSG00000283145.1		
ENSG00000226885	ENSG00000226885.1		
ENSG00000229266	ENSG00000229266.1		
ENSG00000131188	ENSG00000131188.12	ENSMUSG00000034686	Prr7
ENSG00000253413	ENSG00000253413.1		
ENSG00000262050	ENSG00000262050.1		
ENSG00000169662	ENSG00000169662.8		
ENSG00000253723	ENSG00000253723.1		
ENSG00000221946	ENSG00000221946.7	ENSMUSG00000036578	Fxyd7
ENSG00000273737	ENSG00000273737.3		
ENSG00000225616	ENSG00000225616.2		
ENSG00000278428	ENSG00000278428.1		
ENSG00000280754	ENSG00000280754.1		
ENSG00000119125	ENSG00000119125.16	ENSMUSG00000058624	Gda
ENSG00000253304	ENSG00000253304.2	ENSMUSG00000070720	Tmem200b
ENSG00000280825	ENSG00000280825.1		
ENSG00000254775	ENSG00000254775.2		
ENSG00000206142	ENSG00000206142.9		
ENSG00000281326	ENSG00000281326.1		
ENSG00000234857	ENSG00000234857.2	ENSMUSG00000118124	Gm50139
ENSG00000234857	ENSG00000234857.2	ENSMUSG00000071659	Hnrnpul2
ENSG00000132361	ENSG00000132361.17	ENSMUSG00000020741	Cluh
ENSG00000259435	ENSG00000259435.3		
ENSG00000255463	ENSG00000255463.1		
ENSG00000260739	ENSG00000260739.1		
ENSG00000137403	ENSG00000137403.19		
ENSG00000248586	ENSG00000248586.2		
ENSG00000206331	ENSG00000206331.11		
ENSG00000239470	ENSG00000239470.3		
ENSG00000237048	ENSG00000237048.4		
ENSG00000250961	ENSG00000250961.2		
ENSG00000226447	ENSG00000226447.1		
ENSG00000234795	ENSG00000234795.10		
ENSG00000169067	ENSG00000169067.4	ENSMUSG00000055194	Actbl2
ENSG00000131187	ENSG00000131187.9	ENSMUSG00000021492	F12
ENSG00000048991	ENSG00000048991.16	ENSMUSG00000056211	R3hdm1
ENSG00000267552	ENSG00000267552.6		
ENSG00000250308	ENSG00000250308.2		
ENSG00000226220	ENSG00000226220.1		
ENSG00000275214	ENSG00000275214.4		
ENSG00000159023	ENSG00000159023.21	ENSMUSG00000028906	Epb41
ENSG00000237662	ENSG00000237662.1		
ENSG00000260810	ENSG00000260810.1		
ENSG00000266964	ENSG00000266964.5	ENSMUSG00000036570	Fxyd1
ENSG00000286607	ENSG00000286607.1		
ENSG00000288063	ENSG00000288063.1		
ENSG00000278854	ENSG00000278854.1		
ENSG00000250164	ENSG00000250164.1		
ENSG00000248878	ENSG00000248878.1		
ENSG00000267677	ENSG00000267677.1		
ENSG00000243914	ENSG00000243914.1		
ENSG00000215603	ENSG00000215603.4		
ENSG00000175741	ENSG00000175741.5		
ENSG00000224282	ENSG00000224282.3		
ENSG00000237251	ENSG00000237251.2		
ENSG00000267115	ENSG00000267115.1		
ENSG00000250764	ENSG00000250764.1		
ENSG00000131100	ENSG00000131100.13	ENSMUSG00000019210	Atp6v1e1
ENSG00000245573	ENSG00000245573.9		
ENSG00000233225	ENSG00000233225.3		
ENSG00000165841	ENSG00000165841.11		
ENSG00000231198	ENSG00000231198.1		
ENSG00000275052	ENSG00000275052.5	ENSMUSG00000020463	Ppp4r3b
ENSG00000249774	ENSG00000249774.1		
ENSG00000120784	ENSG00000120784.16	ENSMUSG00000047473	Zfp30
ENSG00000237407	ENSG00000237407.1		
ENSG00000249436	ENSG00000249436.2		
ENSG00000238289	ENSG00000238289.9		
ENSG00000254805	ENSG00000254805.1		
ENSG00000226261	ENSG00000226261.1		
ENSG00000133401	ENSG00000133401.16	ENSMUSG00000022197	Pdzd2
ENSG00000285933	ENSG00000285933.1		
ENSG00000254405	ENSG00000254405.10		
ENSG00000206324	ENSG00000206324.11		
ENSG00000255319	ENSG00000255319.5		
ENSG00000284611	ENSG00000284611.1		
ENSG00000281335	ENSG00000281335.1		
ENSG00000272966	ENSG00000272966.1		
ENSG00000214534	ENSG00000214534.5	ENSMUSG00000055150	Zfp78
ENSG00000284658	ENSG00000284658.1		
ENSG00000273456	ENSG00000273456.1		
ENSG00000276143	ENSG00000276143.1		
ENSG00000233765	ENSG00000233765.1		
ENSG00000282731	ENSG00000282731.1		
ENSG00000274099	ENSG00000274099.1		
ENSG00000232771	ENSG00000232771.2		
ENSG00000183566	ENSG00000183566.10		
ENSG00000274181	ENSG00000274181.1		
ENSG00000282516	ENSG00000282516.1		
ENSG00000214455	ENSG00000214455.4		
ENSG00000248671	ENSG00000248671.8		
ENSG00000232797	ENSG00000232797.1		
ENSG00000279920	ENSG00000279920.2		
ENSG00000282581	ENSG00000282581.1		
ENSG00000263639	ENSG00000263639.7	ENSMUSG00000021907	Msmb
ENSG00000286102	ENSG00000286102.1	ENSMUSG00000116652	B830017H08Rik
ENSG00000101825	ENSG00000101825.8		
ENSG00000198055	ENSG00000198055.11	ENSMUSG00000074886	Grk6
ENSG00000276894	ENSG00000276894.1		
ENSG00000093183	ENSG00000093183.14	ENSMUSG00000061536	Sec22c
ENSG00000259826	ENSG00000259826.1		
ENSG00000277297	ENSG00000277297.1		
ENSG00000287709	ENSG00000287709.1		
ENSG00000226534	ENSG00000226534.1		
ENSG00000224876	ENSG00000224876.1		
ENSG00000158483	ENSG00000158483.16	ENSMUSG00000022544	Eef2kmt
ENSG00000273849	ENSG00000273849.1		
ENSG00000249198	ENSG00000249198.1		
ENSG00000265541	ENSG00000265541.1		
ENSG00000278541	ENSG00000278541.1		
ENSG00000280012	ENSG00000280012.2		
ENSG00000282587	ENSG00000282587.1		
ENSG00000274600	ENSG00000274600.1	ENSMUSG00000071636	Rimbp3
ENSG00000224860	ENSG00000224860.1		
ENSG00000278552	ENSG00000278552.1		
ENSG00000259414	ENSG00000259414.1		
ENSG00000229453	ENSG00000229453.2	ENSMUSG00000050074	Spink8
ENSG00000274471	ENSG00000274471.2		
ENSG00000276457	ENSG00000276457.1		
ENSG00000223877	ENSG00000223877.4		
ENSG00000215562	ENSG00000215562.2		
ENSG00000263870	ENSG00000263870.1		
ENSG00000213487	ENSG00000213487.3		
ENSG00000264204	ENSG00000264204.2		
ENSG00000282026	ENSG00000282026.1		
ENSG00000273635	ENSG00000273635.1		
ENSG00000286388	ENSG00000286388.1		
ENSG00000169635	ENSG00000169635.10	ENSMUSG00000050240	Hic2
ENSG00000204576	ENSG00000204576.11	ENSMUSG00000038500	Prr3
ENSG00000273863	ENSG00000273863.1		
ENSG00000273969	ENSG00000273969.1		
ENSG00000230424	ENSG00000230424.1		
ENSG00000109016	ENSG00000109016.17	ENSMUSG00000042569	Dhrs7b
ENSG00000127463	ENSG00000127463.15	ENSMUSG00000078517	Emc1
ENSG00000198182	ENSG00000198182.13		
ENSG00000188486	ENSG00000188486.3	ENSMUSG00000049932	H2afx
ENSG00000157778	ENSG00000157778.9	ENSMUSG00000029551	Psmg3
ENSG00000144115	ENSG00000144115.16	ENSMUSG00000054474	Thnsl2
ENSG00000249293	ENSG00000249293.1		
ENSG00000223475	ENSG00000223475.1		
ENSG00000172543	ENSG00000172543.8	ENSMUSG00000024910	Ctsw
ENSG00000233977	ENSG00000233977.1		
ENSG00000139988	ENSG00000139988.10	ENSMUSG00000021123	Rdh12
ENSG00000154839	ENSG00000154839.10	ENSMUSG00000036223	Ska1
ENSG00000074410	ENSG00000074410.14	ENSMUSG00000032373	Car12
ENSG00000161944	ENSG00000161944.16	ENSMUSG00000040963	Asgr2
ENSG00000274671	ENSG00000274671.4		
ENSG00000230487	ENSG00000230487.8		
ENSG00000267319	ENSG00000267319.1		
ENSG00000213731	ENSG00000213731.2		
ENSG00000267470	ENSG00000267470.6		
ENSG00000204590	ENSG00000204590.12	ENSMUSG00000024429	Gnl1
ENSG00000228907	ENSG00000228907.5		
ENSG00000230338	ENSG00000230338.1		
ENSG00000254972	ENSG00000254972.1		
ENSG00000238017	ENSG00000238017.1		
ENSG00000254978	ENSG00000254978.2		
ENSG00000236579	ENSG00000236579.2		
ENSG00000228709	ENSG00000228709.1		
ENSG00000214108	ENSG00000214108.4		
ENSG00000251581	ENSG00000251581.1		
ENSG00000277352	ENSG00000277352.1		
ENSG00000249114	ENSG00000249114.1		
ENSG00000232331	ENSG00000232331.2		
ENSG00000282076	ENSG00000282076.1		
ENSG00000229653	ENSG00000229653.6		
ENSG00000248624	ENSG00000248624.1		
ENSG00000249688	ENSG00000249688.1		
ENSG00000196305	ENSG00000196305.17	ENSMUSG00000037851	Iars
ENSG00000248813	ENSG00000248813.1		
ENSG00000241739	ENSG00000241739.1		
ENSG00000154328	ENSG00000154328.16	ENSMUSG00000035121	Neil2
ENSG00000248378	ENSG00000248378.1		
ENSG00000281946	ENSG00000281946.1		
ENSG00000266916	ENSG00000266916.7		
ENSG00000282343	ENSG00000282343.1		
ENSG00000276785	ENSG00000276785.4		
ENSG00000187546	ENSG00000187546.14	ENSMUSG00000050103	Agmo
ENSG00000282441	ENSG00000282441.1		
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000094561	Ighv1-22
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000095923	Ighv1-37
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000093955	Ighv1-34
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000095416	Ighv1-12
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000094862	Ighv1-56
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000094124	Ighv1-74
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000076710	Ighv1-49
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000095589	Ighv1-55
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000103254	Ighv1-15
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000095127	Ighv1-82
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000094689	Ighv1-81
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000094502	Ighv1-69
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000094694	Ighv1-9
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000096078	Ighv1-62-2
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000095583	Ighv14-2
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000095554	Ighv1-16
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000095200	Ighv1-7
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000095130	Ighv1-39
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000096499	Ighv1-5
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000102888	Ighv1-11
ENSG00000270505	ENSG00000270505.1	ENSMUSG00000093894	Ighv1-53
